kind,iso3,operator,url
fiber,SLE,Qcell Sierra Leone,https://www.qcell.sl/
fiber,SLV,Claro,https://www.claro.com.sv
fiber,SLV,Tigo,https://www.tigo.com.sv
fiber,SMR,TIM San Marino,https://www.telecomitalia.sm
fiber,SMR,Telenet San Marino,https://www.telenet.sm
fiber,SMR,TIM Italia,https://www.tim.it
fiber,SOM,Hormuud Telecom,https://en.wikipedia.org/wiki/Communications_in_Somalia
fiber,SRB,Telekom Srbija (mts),https://mts.rs
fiber,SRB,A1 Srbija,https://a1.rs
fiber,SRB,SBB,https://sbb.rs
fiber,SSD,South Sudan Telecom,https://en.wikipedia.org/wiki/Communications_in_South_Sudan
fiber,STP,CST (Companhia Santomense de Telecomunicacoes),https://www.telecomtrainer.com/list-of-mobile-operators-in-sao-tome-and-principe/
fiber,STP,Unitel STP,http://unitel.st/tarifarios.php
fiber,SUR,Telesur,https://www.telesur.sr
fiber,SUR,Digicel,https://www.digicelgroup.com
fiber,SVK,Slovak Telekom,https://www.telekom.sk
fiber,SVK,Orange Slovensko,https://www.orange.sk
fiber,SVK,ANTIK Telecom,https://www.antik.sk/en/pages/najlepsi-opticky-internet
fiber,SVN,Telekom Slovenije,https://www.telekom.si
fiber,SVN,A1 Slovenija,https://www.a1.si
fiber,SVN,Telemach Slovenia,https://telemach.si
fiber,SWE,Telia,https://www.telia.se
fiber,SWE,Bahnhof,https://www.bahnhof.se
fiber,SWE,Tele2 (Com Hem),https://www.tele2.se
fiber,SWZ,Eswatini Mobile,https://eswatinimobile.co.sz/
fiber,SWZ,MTN Eswatini,https://www.mtn.co.sz/
fiber,SYC,Cable & Wireless Seychelles,https://cwseychelles.com/giganet
fiber,SYC,Intelvision,https://intelvision.sc/internet/
fiber,SYC,Airtel Seychelles,https://www.nation.sc/articles/27477/airtel-seychelles-unveils-smart-connect
fiber,SYR,Syrian Telecom,https://syria-ex.com/display_art.php?id=42609&catId=0
fiber,TCD,Airtel Chad,https://www.airtel.td/
fiber,TCD,Moov Africa Chad,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-tchad/
fiber,TCD,Salam Mobile,https://vosreponses.com/comparer-les-operateurs-telephoniques-en-tchad/
fiber,TGO,Yas Togo (ex-Togocom),https://gapola.tg/togocom-rend-les-offres-fibres-accessibles-a-tous/
fiber,TGO,Moov Africa Togo,https://moov-africa.tg/particulier/forfaits-internet-4g/
fiber,TGO,Libercom,https://vosreponses.com/comparer-les-operateurs-telephoniques-en-togo/
fiber,THA,AIS,https://www.ais.th/en/consumers/fibre/package/broadband24
fiber,THA,True,https://www.true.th/en/true-online
fiber,THA,3BB,https://www.ais.th/en/consumers/fibre/package/broadband24
fiber,TJK,Tajiktelecom OJSC,https://tojiktelecom.tj/en
fiber,TJK,Megafon Tajikistan,https://www.telecompaper.com/news/megafon-tajikistan-doubles-fibre-coverage-in-dushanbe--1524405
fiber,TJK,Tcell,https://www.tcell.tj/en
fiber,TKM,Turkmentelekom,https://telecom.tm/en/internet/
fiber,TLS,Timor Telecom,https://www.timortelecom.tl/en/tt-fibra
fiber,TON,Digicel Tonga,https://www.digicelpacific.com/
fiber,TTO,Flow,https://www.flowtrinidad.com
fiber,TTO,Digicel,https://www.digicelgroup.com/tt/en/home-and-entertainment/internet
fiber,TTO,TSTT,https://www.tstt.co.tt
fiber,TUN,Tunisie Telecom,https://mnin.tn/forfaits/tunisie-telecom
fiber,TUN,Ooredoo Tunisia,https://www.ooredoo.tn/Personal/fr/content/344-fibre-box
fiber,TUN,Orange Tunisie,https://www.orange.tn/pages/fibre-optique
fiber,TUR,Turk Telekom (TTNet),https://en.wikipedia.org/wiki/T%C3%BCrk_Telekom
fiber,TUR,Turkcell Superonline,https://www.superonline.net/
fiber,TUR,Vodafone Net,https://www.vodafone.com/
fiber,TUV,Tuvalu Telecom (TTC),https://tuvalutelecom.tv/mobile-broadband-plans
fiber,TZA,TTCL,https://pamojacompare.com/home-internet-in-2026/
fiber,TZA,Vodacom Tanzania,https://pamojacompare.com/home-internet-in-2026/
fiber,TZA,Airtel Tanzania,https://pamojacompare.com/home-internet-in-2026/
fiber,UGA,MTN Uganda,https://nymynet.com/best-unlimited-fibre-internet-providers-in-uganda-prices-speeds-compared/
fiber,UGA,Liquid Home Uganda,https://nymynet.com/best-unlimited-fibre-internet-providers-in-uganda-prices-speeds-compared/
fiber,UGA,Zuku (Wananchi/Yas),https://nymynet.com/best-unlimited-fibre-internet-providers-in-uganda-prices-speeds-compared/
fiber,UKR,Ukrtelecom,https://www.ukrtelecom.ua
fiber,UKR,Kyivstar,https://www.kyivstar.ua
fiber,UKR,Triolan,https://triolan.com
fiber,URY,Antel,https://www.antel.com.uy
fiber,URY,Movistar,https://www.movistar.com.uy
fiber,URY,Claro,https://www.claro.com.uy
fiber,USA,AT&T Fiber,https://www.att.com/internet/fiber/
fiber,USA,Verizon Fios,https://www.verizon.com/fios/
fiber,USA,Spectrum,https://www.spectrum.com/internet
fiber,UZB,TNET,http://www.tnet.uz/tariffs.html
fiber,VAT,Vatican Internet Service,https://www.vaticanstate.va
fiber,VAT,TIM Italia,https://www.tim.it
fiber,VAT,Fastweb,https://www.fastweb.it
fiber,VCT,Flow,https://discoverflow.co
fiber,VCT,Digicel,https://www.digicelgroup.com
fiber,VEN,Movistar,https://www.movistar.com.ve/Particulares/terminos-y-condiciones-servicio-internet.html
fiber,VEN,Digitel,https://www.digitel.com.ve
fiber,VEN,Movilnet,http://www.movilnet.com.ve
fiber,VNM,VNPT,https://vnptmedia.vn/english/news/202505/vnpt-launches-internet-package-with-minimum-speed-of-300-mbps-28f5669
fiber,VNM,FPT Telecom,https://dangkymangfpt.vn/internet/internet-giga
fiber,VNM,Viettel,https://viettelinternet.vn/netvt1_t
fiber,VUT,Vodafone Vanuatu (TVL),https://vodafone.com.vu/pages/unlimited-plans
fiber,WSM,Vodafone Samoa,https://vodafone.com.ws/broadband/vodafone-fibre/
fiber,WSM,Digicel Samoa,https://www.digicelpacific.com/mobile/ws/bundles
fiber,YEM,YemenNet (PTC),https://yemenfiy.com/blog/yemen-net-fiber-ftth-packages-prices-guide/
fiber,ZAF,Vodacom,https://pricesinsouthafrica.co.za/vodacom-monthly-data-fiber-package-prices-data-bundles-prepaid-rates-and-contract-plans/
fiber,ZAF,MWeb,https://fastestfibre.co.za/200mbps-fibre-deals/
fiber,ZAF,Vox,https://fastestfibre.co.za/200mbps-fibre-deals/
fiber,ZMB,Zamtel,https://www.zamtel.zm/
fiber,ZWE,TelOne,https://www.telone.co.zw/products/details/service-tariffs-effective-5-august-2025
fiber,ZWE,Liquid Home (ZOL),https://zimpricecheck.com/price-updates/internet-services/zimbabwe-online-zol-internet-prices/
fiber,ZWE,Econet Wireless,https://www.techzim.co.zw/econet/smartbiz/
mobile,AFG,Afghan Wireless Communication Company (AWCC),https://en.wikipedia.org/wiki/Afghan_Wireless
mobile,AFG,Roshan (Telecom Development Company),https://www.roshan.af/
mobile,AFG,Etisalat Afghanistan,https://www.etisalat.af/en
mobile,AGO,Unitel,https://unitel.ao/wp-content/uploads/share_upload/2025/04/Actualizacao-Planos-Unitel.pdf
mobile,AGO,Africell Angola,https://www.africell.ao/Pacotes/
mobile,ALB,ONE Albania (ex-Telekom),https://one.al
mobile,ALB,Vodafone Albania,https://www.vodafone.al
mobile,ALB,ALBtelecom (Eagle),https://www.albtelecom.al
mobile,AND,Andorra Telecom,https://www.andorratelecom.ad
mobile,AND,Movistar España,https://www.movistar.es
mobile,AND,Orange France,https://www.orange.fr
mobile,ARE,e& (Etisalat),https://giraffy.com/uae/en/mobile/mobile-sims
mobile,ARE,du,https://giraffy.com/uae/en/mobile/mobile-sims
mobile,ARE,Virgin Mobile UAE,https://www.virginmobile.ae/monthly-plans
mobile,ARG,Personal,https://www.personal.com.ar
mobile,ARG,Claro,https://www.claro.com.ar
mobile,ARG,Movistar,https://www.movistar.com.ar
mobile,ARM,Viva Armenia (VivaCell-MTS),https://www.viva.am/en
mobile,ARM,Ucom,https://www.ucom.am/en/business/universal
mobile,ARM,Team Telecom Armenia (Beeline),https://arkatelecom.am/en/news/telecom/beeline_in_armenia_offers_unlimited_communication_within_new_beefree_packages
mobile,ATG,Flow,https://www.flowantigua.com/
mobile,ATG,Digicel,https://www.digicelgroup.com/
mobile,AUS,Telstra,https://www.reviews.org/au/mobile/capped-mobile-speeds/
mobile,AUS,Optus,https://www.reviews.org/au/mobile/capped-mobile-speeds/
mobile,AUS,TPG (Vodafone),https://www.reviews.org/au/mobile/capped-mobile-speeds/
mobile,AUT,A1,https://www.a1.net
mobile,AUT,Magenta,https://www.magenta.at
mobile,AUT,Drei (Hutchison Drei),https://www.drei.at
mobile,AZE,Azercell Telecom,https://www.azercell.com/en/personal/plans-and-services/internet-pack/weekly.html
mobile,AZE,Bakcell,https://www.bakcell.com/en
mobile,AZE,Nar Mobile,https://www.nar.az/en
mobile,BDI,Lumitel,https://www.yaga-burundi.com/hausse-cout-internet-lumitel/
mobile,BEL,Proximus,https://proximus.be
mobile,BEL,Telenet,https://www.telenet.be
mobile,BEL,BASE,https://www.base.be
mobile,BEN,MTN Benin,https://temovision.com/fr/mtn-benin-data-plans/
mobile,BEN,Moov Africa Benin,https://temovision.com/fr/donnees-illimitees-moov-benin/
mobile,BFA,Orange Burkina Faso,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-burkina-faso/
mobile,BFA,Moov Africa Burkina Faso,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-burkina-faso/
mobile,BFA,Telecel Burkina Faso,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-burkina-faso/
mobile,BGD,Grameenphone (GP),https://www.grameenphone.com/
mobile,BGD,Robi Axiata,https://www.robi.com.bd/en
mobile,BGD,Banglalink,https://www.banglalink.net/en
mobile,BGR,A1 Bulgaria,https://en.wikipedia.org/wiki/A1_Bulgaria
mobile,BGR,Vivacom,https://en.wikipedia.org/wiki/Vivacom
mobile,BGR,Yettel Bulgaria,https://en.wikipedia.org/wiki/Yettel_Bulgaria
mobile,BHR,Batelco,https://gsmplans.com/plan/bahrain/batelco-prepaid-plans-bahrain/
mobile,BHR,STC Bahrain,https://gsmplans.com/plan/bahrain/stc-bahrain-prepaid-plans/
mobile,BHR,Zain Bahrain,https://gsmplans.com/plan/bahrain/zain-bahrain-super-eezee-plan/
mobile,BHS,BTC,https://www.btcbahamas.com/
mobile,BHS,Aliv,https://www.alivbahamas.com/
mobile,BIH,BH Telecom,https://www.bhtelecom.ba
mobile,BIH,m:tel Bosnia and Herzegovina,https://www.mtel.ba
mobile,BIH,HT ERONET,https://www.hteronet.ba
mobile,BLR,A1 Belarus,https://en.wikipedia.org/wiki/Telecommunications_in_Belarus
mobile,BLR,MTS Belarus,https://en.wikipedia.org/wiki/Telecommunications_in_Belarus
mobile,BLR,life:),https://en.wikipedia.org/wiki/Telecommunications_in_Belarus
mobile,BLZ,Digi,https://livedigi.com/
mobile,BLZ,SMART,https://www.smart-bz.com/
mobile,BOL,Nuevatel,https://www.viva.com.bo
mobile,BOL,Entel,https://www.entel.bo
mobile,BOL,Tigo,https://www.tigo.com.bo
mobile,BRA,Vivo,https://www.vivo.com.br
mobile,BRA,Claro,https://www.claro.com.br
mobile,BRA,TIM,https://www.tim.com.br
mobile,BRB,Flow,https://www.flowbarbados.com/
mobile,BRB,Digicel,https://www.digicelgroup.com/
mobile,BRN,DST,https://dst.com.bn/infinity-plan/
mobile,BRN,Progresif,https://www.progresif.com/
mobile,BRN,Imagine (TelBru),https://www.imagine.com.bn/
mobile,BTN,Bhutan Telecom (B-Mobile),https://en.wikipedia.org/wiki/Bhutan_Telecom
mobile,BTN,TashiCell (Tashi InfoComm),https://www.tashicell.com/
mobile,BWA,Mascom Wireless,https://timbu.com/botswana/networks/mascom-wireless/dataplan
mobile,BWA,Orange Botswana,https://www.orange.co.bw/en/offers/all-my-internet.html
mobile,BWA,beMOBILE (BTC),https://btc.bw/
mobile,CAF,Orange RCA,http://www.orange.cf/
mobile,CAF,Telecel Centrafrique,https://www.telecomtrainer.com/list-of-mobile-operators-in-central-african-republic/
mobile,CAN,Rogers,https://www.rogers.com/support/terms/mobile-plans-data-policy
mobile,CAN,Bell,https://www.bell.ca/
mobile,CAN,Telus,https://www.telus.com/
mobile,CHE,Swisscom,https://www.swisscom.ch
mobile,CHE,Sunrise,https://www.sunrise.ch
mobile,CHE,Salt,https://www.salt.ch
mobile,CHL,Entel,https://www.entel.cl
mobile,CHL,Movistar,https://www.movistar.cl
mobile,CHL,WOM,https://www.wom.cl
mobile,CHN,China Mobile,https://www.10086.cn/
mobile,CHN,China Unicom,https://www.10010.com/
mobile,CHN,China Telecom,https://www.chinatelecom.com.cn/
mobile,CIV,Orange Côte d'Ivoire,https://blog.iambeezy.app/fr/comparatif-forfait-internet-mtn-orange-ci-2026/
mobile,CIV,MTN Côte d'Ivoire,https://blog.iambeezy.app/fr/comparatif-forfait-internet-mtn-orange-ci-2026/
mobile,CIV,Moov Africa Côte d'Ivoire,https://blog.iambeezy.app/fr/forfait-internet-moov-ci-2026/
mobile,CMR,MTN Cameroon,https://mtn.cm/fr/helppersonal/data-offers/
mobile,CMR,Orange Cameroon,https://www.orange.cm/fr/internet.html
mobile,CMR,Nexttel (Viettel),https://vosreponses.com/comparer-les-operateurs-telephoniques-en-cameroun/
mobile,COD,Airtel DRC,https://blog.iambeezy.app/fr/forfaits-airtel-rdc-internet-appels-2026/
mobile,COD,Orange DRC,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-rdc-guide-2025-pour-choisir
mobile,COD,Vodacom DRC,https://www.vodacom.cd/fr/particulier/nos-offres/js8/js8-internet
mobile,COG,MTN Congo,https://blog.iambeezy.app/fr/forfaits-mtn-airtel-congo-brazzaville-2026-tarifs-internet-appels/
mobile,COG,Airtel Congo,https://testmain.airtel.africa/cg/personal/forfaits-internet
mobile,COG,Congo Telecom,https://www.arpce.cg/
mobile,COL,Claro,https://www.claro.com.co
mobile,COL,Movistar,https://www.movistar.com.co
mobile,COL,Tigo,https://www.tigo.com.co
mobile,CPV,CVMovel,https://www.caboverdeexpert.com/cape-verde-communication-and-internet/
mobile,CPV,Unitel T+,https://www.uniteltmais.cv/private/mobile/mobile-plans
mobile,CRI,Kolbi,https://www.kolbi.cr/
mobile,CRI,Liberty,https://libertycr.com/
mobile,CUB,ETECSA,https://www.etecsa.cu
mobile,CYP,CYTA (EPITEL),https://www.cyta.com.cy/
mobile,CYP,MTN Cyprus,https://www.epic.com.cy/
mobile,CYP,Epic,https://www.epic.com.cy/
mobile,CZE,O2 Czech Republic,https://www.o2.cz
mobile,CZE,T-Mobile Czech Republic,https://www.t-mobile.cz
mobile,CZE,Vodafone Czech Republic,https://www.vodafone.cz
mobile,DEU,Deutsche Telekom,https://www.telekom.de
mobile,DEU,Vodafone,https://www.vodafone.de
mobile,DEU,Telefonica Germany (o2),https://www.o2online.de
mobile,DMA,Flow,https://www.flowdominica.com/
mobile,DMA,Digicel,https://www.digicelgroup.com/
mobile,DNK,Telenor Denmark,https://www.telenor.dk
mobile,DNK,Hi3G Denmark (3),https://www.3.dk
mobile,DNK,TDC NET (Nuuday/YouSee),https://www.yousee.dk
mobile,DOM,Claro,https://www.claro.com.do/
mobile,DOM,Altice,https://altice.com.do/
mobile,DOM,Viva,https://www.viva.com.do/
mobile,ECU,Claro,https://www.claro.com.ec
mobile,ECU,Movistar,https://www.movistar.com.ec
mobile,ECU,CNT,https://www.cnt.gob.ec
mobile,EGY,Vodafone Egypt,https://mobilemasr.com/en/blogs/vodafone-egypt-internet-package-prices-2026
mobile,EGY,e& Egypt (Etisalat),https://www.traveltomtom.net/destinations/africa/egypt/prepaid-sim-card-cairo
mobile,EGY,Orange Egypt,https://orange.eg
mobile,EGY,Telecom Egypt (WE),https://te.eg
mobile,ERI,EriTel,https://eritel.com.er/
mobile,ESP,Movistar,https://www.movistar.es
mobile,ESP,Orange España,https://www.orange.es
mobile,ESP,Vodafone España,https://www.vodafone.es
mobile,EST,Telia Eesti,https://en.wikipedia.org/wiki/Telecommunications_in_Estonia
mobile,EST,Elisa Eesti,https://en.wikipedia.org/wiki/Telecommunications_in_Estonia
mobile,EST,Tele2 Estonia,https://en.wikipedia.org/wiki/Telecommunications_in_Estonia
mobile,ETH,Ethio Telecom,https://timbu.com/ethiopia/networks/ethio-telecom/dataplan
mobile,ETH,Safaricom Ethiopia,https://www.safaricom.et/
mobile,FIN,Elisa,https://www.elisa.fi
mobile,FIN,DNA,https://www.dna.fi
mobile,FIN,Telia Finland,https://www.telia.fi
mobile,FJI,Vodafone Fiji,https://www.vodafone.com.fj/personal/price-plans/rates-price-plan/mobile-internet-rates
mobile,FJI,Digicel Fiji,https://www.digicelpacific.com/mobile/fj/bundles
mobile,FRA,Orange,https://www.orange.fr
mobile,FRA,SFR,https://www.sfr.fr
mobile,FRA,Free Mobile,https://www.free.fr
mobile,FSM,FSM Telecommunications Corp,https://fsmtc.fm/internet
mobile,GAB,Airtel Gabon,https://blog.iambeezy.app/fr/forfaits-mobile-gabon-airtel-moov-libertis-2026/
mobile,GAB,Moov Africa Gabon,https://blog.iambeezy.app/fr/forfaits-mobile-gabon-airtel-moov-libertis-2026/
mobile,GAB,Libertis,https://blog.iambeezy.app/fr/forfaits-mobile-gabon-airtel-moov-libertis-2026/
mobile,GBR,EE,https://www.ee.co.uk
mobile,GBR,Vodafone UK,https://www.vodafone.co.uk
mobile,GBR,Three UK,https://www.three.co.uk
mobile,GEO,MagtiCom,https://www.magticom.ge/en/internet/internet-tariffs/internet-packages
mobile,GEO,Cellfie (ex-Beeline Georgia),https://cellfie.ge/ka/private-customers/news/akhali-ulimito-internet-paketebi-selfisgan
mobile,GEO,Silknet (Geocell),https://silknet.com/en/personal/geocell/internet-packages/019-unlimited
mobile,GHA,MTN Ghana,https://www.jbklutse.com/monthly-data-bundles-ghana/
mobile,GHA,Telecel Ghana,https://www.jbklutse.com/monthly-data-bundles-ghana/
mobile,GHA,AirtelTigo,https://www.jbklutse.com/monthly-data-bundles-ghana/
mobile,GIN,Orange Guinea,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-guinee/
mobile,GIN,MTN Guinea,https://vosreponses.com/quels-sont-les-meilleurs-forfaits-internet-en-guinee/
mobile,GMB,Africell Gambia,https://www.africell.gm/bundle/data-bundles/
mobile,GMB,QCell Gambia,https://qcell.gm/unlimited-data-bundles/
mobile,GMB,Gamcel (Gamtel),https://en.wikipedia.org/wiki/Gamtel
mobile,GNB,Orange Guinea-Bissau,https://www.sonatel.sn/
mobile,GNB,MTN Guinea-Bissau,https://ussd.mrroam.com/guinea-bissau
mobile,GNQ,GETESA,https://getesa.gq/fr/
mobile,GRC,COSMOTE (OTE),https://www.cosmote.gr
mobile,GRC,Vodafone Greece,https://www.vodafone.gr
mobile,GRC,Nova,https://www.nova.gr
mobile,GRD,Flow,https://www.flowgrenada.com/
mobile,GRD,Digicel,https://www.digicelgroup.com/
mobile,GTM,Tigo,https://www.tigo.com.gt/
mobile,GTM,Claro,https://www.claro.com.gt/
mobile,GUY,GTT,https://www.gtt.co.gy
mobile,GUY,Digicel,https://www.digicelgroup.com
mobile,GUY,One Communications,https://onecomm.gy
mobile,HND,Tigo,https://www.tigo.com.hn/
mobile,HND,Claro,https://www.claro.com.hn/
mobile,HND,Hondutel,http://www.hondutel.hn
mobile,HRV,Hrvatski Telekom (HT),https://www.hrvatskitelekom.hr
mobile,HRV,A1 Hrvatska,https://www.a1.hr
mobile,HRV,Telemach Hrvatska,https://telemach.hr
mobile,HTI,Digicel,https://www.digicelgroup.com/
mobile,HTI,Natcom,https://natcom.ht/
mobile,HUN,Magyar Telekom,https://www.telekom.hu
mobile,HUN,Yettel Hungary,https://www.yettel.hu
mobile,HUN,Vodafone Hungary,https://www.one.hu
mobile,IDN,Telkomsel,https://www.telkomsel.com/
mobile,IDN,Indosat (IM3),https://www.idntimes.com/tech/gadget/kenalan-sama-im3-istimewa-02-8jvcl-j6mp1k
mobile,IDN,XL (AXIS),https://prioritas.xl.co.id/news/apa-itu-fup
mobile,IND,Reliance Jio,https://www.jio.com/mobile/
mobile,IND,Bharti Airtel,https://www.airtel.in/
mobile,IND,Vi (Vodafone Idea),https://www.myvi.in/
mobile,IRL,eir,https://en.wikipedia.org/wiki/Telecommunications_in_the_Republic_of_Ireland
mobile,IRL,Vodafone Ireland,https://en.wikipedia.org/wiki/Telecommunications_in_the_Republic_of_Ireland
mobile,IRL,Three Ireland,https://en.wikipedia.org/wiki/Telecommunications_in_the_Republic_of_Ireland
mobile,IRN,MTCI (Hamrah-e-Aval),https://www.mci.ir/en
mobile,IRN,Irancell (MTN Irancell),https://www.irancell.ir/en
mobile,ISL,Síminn,https://prepaid-data-sim-card.fandom.com/wiki/Iceland
mobile,ISL,Sýn (Vodafone Iceland),https://prepaid-data-sim-card.fandom.com/wiki/Iceland
mobile,ISL,Nova,https://prepaid-data-sim-card.fandom.com/wiki/Iceland
mobile,ISR,Partner Communications,https://www.partner.co.il/en/
mobile,ISR,Cellcom,https://www.cellcom.co.il/en/
mobile,ISR,Pelephone,https://www.pelephone.co.il/en/
mobile,ITA,TIM,https://www.tim.it
mobile,ITA,Vodafone Italia,https://www.vodafone.it
mobile,ITA,WindTre,https://www.windtre.it
mobile,JAM,Digicel,https://www.digicelgroup.com/jm/en/
mobile,JAM,Flow,https://www.flowjamaica.com/
mobile,JOR,Orange Jordan,https://orange.jo
mobile,JOR,Zain Jordan,https://www.jo.zain.com
mobile,JOR,Umniah,https://www.umniah.com
mobile,JPN,NTTドコモ,https://www.docomo.ne.jp/english/
mobile,JPN,KDDI (au),https://www.au.com/mobile/charge/smartphone/plan/data-unlimited-plus
mobile,JPN,SoftBank,https://www.softbank.jp/mobile/price_plan/renewal-2026
mobile,KAZ,Kcell,https://www.zhivem.kz/en/blog/unlimited-internet-real-tariffs-without-tricks
mobile,KAZ,Beeline Kazakhstan,https://timbu.com/kazakhstan/networks/beeline/dataplan
mobile,KAZ,Tele2 Kazakhstan,https://www.zhivem.kz/en/blog/unlimited-internet-real-tariffs-without-tricks
mobile,KEN,Safaricom,https://sharp.co.ke/blog/mobile-data-bundles-kenya/
mobile,KEN,Airtel Kenya,https://sharp.co.ke/blog/mobile-data-bundles-kenya/
mobile,KEN,Telkom Kenya,https://sharp.co.ke/blog/mobile-data-bundles-kenya/
mobile,KGZ,Beeline Kyrgyzstan (Sky Mobile),https://beeline.kg/en
mobile,KGZ,O! (Nur Telecom),https://o.kg/en
mobile,KGZ,MegaCom,https://megacom.kg/en
mobile,KHM,Cellcard,https://www.cellcard.com.kh/
mobile,KHM,Smart Axiata,https://www.smart.com.kh/
mobile,KHM,Metfone,https://www.metfone.com.kh/en
mobile,KIR,Vodafone Kiribati,https://vodafone.com.ki/services/bundles/mobile-data/
mobile,KIR,OceanLink (OceanCell),https://www.oceanlink.ki/plans
mobile,KNA,Flow,https://www.flowkittsnevis.com/
mobile,KNA,Digicel,https://www.digicelgroup.com/
mobile,KOR,KT,https://corp.kt.com/html/promote/news/report_detail.html?datNo=19162
mobile,KOR,SK Telecom,https://www.sktelecom.com/en/
mobile,KOR,LG U+,https://www.lguplus.com/
mobile,KWT,Zain,https://gsmplans.com/plan/kuwait/zain-kuwait-prepaid-plans/
mobile,KWT,Ooredoo,https://gsmplans.com/plan/kuwait/ooredoo-kuwait-prepaid-plans/
mobile,KWT,STC Kuwait,https://gsmplans.com/plan/kuwait/stc-kuwait-prepaid-plans/
mobile,LAO,Lao Telecom,https://www.laotel.com/la/new-package-ftth.php?Lang=en
mobile,LAO,Unitel,https://www.unitel.com.la/en
mobile,LBR,Lonestar Cell (MTN Liberia),https://lonestarcell.com/data-bundle/
mobile,LBR,Orange Liberia,https://www.orange.com.lr/en/data-offers/data-packs.html
mobile,LBR,Novafone,https://www.telecomtrainer.com/list-of-mobile-operators-in-liberia/
mobile,LCA,Flow,https://www.flowlucia.com/
mobile,LCA,Digicel,https://www.digicelgroup.com/
mobile,LIE,Telecom Liechtenstein AG (FL1),https://www.fl1.li
mobile,LIE,Salt (Liechtenstein) AG,https://www.salt.ch
mobile,LIE,Swisscom (Liechtenstein),https://www.swisscom.ch
mobile,LKA,Dialog Axiata,https://www.dialog.lk/
mobile,LKA,Mobitel (SLT-Mobitel),https://www.mobitel.lk/
mobile,LKA,Hutch Sri Lanka,https://www.hutch.lk/
mobile,LSO,Vodacom Lesotho,https://techbiva.com/data/lesotho-internet-packages-data-plans/
mobile,LSO,Econet Telecom Lesotho,https://techbiva.com/data/lesotho-internet-packages-data-plans/
mobile,LTU,Telia Lietuva,https://www.telia.lt
mobile,LTU,Bite Lietuva,https://www.bite.lt
mobile,LTU,Tele2 Lithuania,https://www.tele2.lt
mobile,LUX,POST Luxembourg,https://www.post.lu
mobile,LUX,Orange Luxembourg,https://www.orange.lu
mobile,LUX,Tango,https://www.tango.lu
mobile,LVA,LMT,https://en.wikipedia.org/wiki/Telecommunications_in_Latvia
mobile,LVA,Tele2 Latvia,https://en.wikipedia.org/wiki/Telecommunications_in_Latvia
mobile,LVA,Bite Latvija,https://en.wikipedia.org/wiki/Telecommunications_in_Latvia
mobile,MAR,Maroc Telecom (IAM),https://www.iam.ma/fr/web/iam-portal/pass-jawal/-/categories/116255
mobile,MAR,Orange Morocco,https://www.orange.ma/Recharges/Bons-Plans/Illimite-internet-33
mobile,MAR,inwi,https://inwi.ma/en/particuliers/recharges/pass
mobile,MCO,Monaco Telecom,https://monaco-telecom.mc
mobile,MCO,Orange France,https://www.orange.fr
mobile,MCO,SFR,https://www.sfr.fr
mobile,MDA,Orange Moldova,https://en.wikipedia.org/wiki/Internet_in_Moldova
mobile,MDA,Moldcell,https://en.wikipedia.org/wiki/Internet_in_Moldova
mobile,MDA,Moldtelecom (Unite),https://en.wikipedia.org/wiki/Internet_in_Moldova
mobile,MDG,Telma,https://blog.sahazamarline.com/2024/03/tarifs-des-forfaits-telma-net-prepaye.html
mobile,MDG,Airtel Madagascar,https://www.airtel.mg/
mobile,MDV,Dhiraagu,https://www.dhiraagu.com.mv/about-us/media-centre/press-releases
mobile,MDV,Ooredoo Maldives,http://ooredoo.mv/about-us
mobile,MEX,Telcel,https://www.telcel.com/
mobile,MEX,AT&T Mexico,https://www.att.com.mx/
mobile,MEX,Movistar,https://www.movistar.com.mx/politica-de-uso-justo-velocidad-planes
mobile,MHL,NTA (National Telecommunications Authority),https://infomarshallislands.com/internet-options
mobile,MKD,Makedonski Telekom,https://www.mkk.com.mk
mobile,MKD,ONE Macedonia,https://one.mk
mobile,MKD,A1 Macedonia,https://www.a1.mk
mobile,MLI,Orange Mali,https://malikonews.com/internet-mobile-dorange-mali-plus-de-volume-sans-augmentation-de-prix/
mobile,MLI,Malitel (Moov Africa Mali),http://www.malitel.ml/particulier/internet/Pages/forfaits%20internet%20mobile.aspx
mobile,MLT,GO,https://www.go.com.mt
mobile,MLT,Epic (ex-Vodafone Malta),https://www.epic.com.mt
mobile,MLT,Melita,https://www.melita.com
mobile,MMR,MPT,https://mpt.com.mm/en
mobile,MMR,Mytel,https://www.mytel.com.mm/
mobile,MMR,Ooredoo Myanmar,https://www.ooredoo.com/
mobile,MNE,Crnogorski Telekom,https://telekom.me
mobile,MNE,m:tel Montenegro,https://mtel.me
mobile,MNE,One Crna Gora (ex-Telenor),https://one.me
mobile,MNG,Mobicom,https://www.mobicom.mn/
mobile,MNG,Unitel,https://www.unitel.mn/en
mobile,MNG,Skytel,https://www.skytel.mn/
